representative,fold,component_id,forms,disagreement_g1_same,disagreement_g2_same,disagreement_pairs,aligned_switches,reverse_switches,delta,switch_coverage,correct_switch_share,directional_identity
medoid,3,27931,21,116,0,116,0,0,0.0,0.0,nan,0.0
medoid,3,27943,22,85,0,85,0,0,0.0,0.0,nan,0.0
medoid,3,27947,18,17,0,17,0,0,0.0,0.0,nan,0.0
medoid,3,28034,93,3806,0,3806,0,0,0.0,0.0,nan,0.0
medoid,3,28066,12,36,0,36,0,0,0.0,0.0,nan,0.0
medoid,3,28070,58,1384,0,1384,0,0,0.0,0.0,nan,0.0
medoid,3,28114,3,3,0,3,0,0,0.0,0.0,nan,0.0
medoid,3,28120,74,2353,0,2353,0,0,0.0,0.0,nan,0.0
medoid,3,28171,4,4,0,4,0,0,0.0,0.0,nan,0.0
medoid,3,28176,109,5102,0,5102,0,0,0.0,0.0,nan,0.0
medoid,3,28177,9,18,0,18,18,0,1.0,1.0,1.0,1.0
medoid,3,28182,12,20,0,20,0,0,0.0,0.0,nan,0.0
medoid,3,28189,19,35,0,35,0,0,0.0,0.0,nan,0.0
medoid,3,28196,36,358,0,358,34,0,0.09497206703910614,0.09497206703910614,1.0,0.09497206703910614
medoid,3,28203,8,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,3,28226,82,2905,0,2905,0,0,0.0,0.0,nan,0.0
medoid,3,28296,61,1510,0,1510,0,0,0.0,0.0,nan,0.0
medoid,3,28306,33,302,0,302,0,0,0.0,0.0,nan,0.0
medoid,3,28345,19,34,0,34,12,0,0.35294117647058826,0.35294117647058826,1.0,0.35294117647058826
medoid,3,28347,17,84,0,84,0,0,0.0,0.0,nan,0.0
medoid,3,28371,10,28,0,28,12,0,0.42857142857142855,0.42857142857142855,1.0,0.42857142857142855
medoid,3,28401,11,30,0,30,0,0,0.0,0.0,nan,0.0
medoid,3,28425,8,16,0,16,0,0,0.0,0.0,nan,0.0
medoid,3,28441,7,6,0,6,6,0,1.0,1.0,1.0,1.0
medoid,3,28477,35,399,0,399,0,0,0.0,0.0,nan,0.0
medoid,3,28530,13,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,3,28533,3,2,0,2,0,0,0.0,0.0,nan,0.0
medoid,3,28541,63,1463,0,1463,0,0,0.0,0.0,nan,0.0
medoid,3,28542,18,17,0,17,0,0,0.0,0.0,nan,0.0
medoid,3,28600,26,153,0,153,0,0,0.0,0.0,nan,0.0
medoid,3,28606,8,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,3,28615,85,3097,0,3097,0,0,0.0,0.0,nan,0.0
medoid,3,28713,45,655,0,655,0,0,0.0,0.0,nan,0.0
medoid,3,28868,20,51,0,51,0,0,0.0,0.0,nan,0.0
medoid,3,28873,12,36,0,36,0,0,0.0,0.0,nan,0.0
medoid,3,28910,31,349,0,349,1,0,0.0028653295128939827,0.0028653295128939827,1.0,0.0028653295128939827
medoid,3,28953,45,663,0,663,0,0,0.0,0.0,nan,0.0
medoid,3,28958,13,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,3,28974,7,6,0,6,0,0,0.0,0.0,nan,0.0
medoid,3,29000,9,18,0,18,0,0,0.0,0.0,nan,0.0
medoid,3,29059,15,36,0,36,0,0,0.0,0.0,nan,0.0
medoid,3,29066,47,597,0,597,0,0,0.0,0.0,nan,0.0
medoid,3,29082,16,84,0,84,0,0,0.0,0.0,nan,0.0
medoid,3,29090,44,522,0,522,0,0,0.0,0.0,nan,0.0
medoid,3,29092,9,20,0,20,0,0,0.0,0.0,nan,0.0
medoid,3,29162,30,251,0,251,0,0,0.0,0.0,nan,0.0
medoid,3,29171,29,240,0,240,0,0,0.0,0.0,nan,0.0
medoid,3,29188,17,75,0,75,0,0,0.0,0.0,nan,0.0
medoid,3,29216,2,1,0,1,0,0,0.0,0.0,nan,0.0
medoid,3,29228,18,17,0,17,0,0,0.0,0.0,nan,0.0
medoid,3,29244,8,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,3,29325,112,5360,0,5360,0,0,0.0,0.0,nan,0.0
medoid,3,29334,74,2518,0,2518,0,0,0.0,0.0,nan,0.0
medoid,3,29391,14,24,0,24,0,0,0.0,0.0,nan,0.0
medoid,3,29405,67,1827,0,1827,0,0,0.0,0.0,nan,0.0
medoid,3,29465,143,9262,0,9262,223,0,0.024076873245519326,0.024076873245519326,1.0,0.024076873245519326
medoid,3,29508,5,6,0,6,0,0,0.0,0.0,nan,0.0
medoid,3,29545,12,36,0,36,0,0,0.0,0.0,nan,0.0
medoid,3,29548,4,3,0,3,0,0,0.0,0.0,nan,0.0
medoid,3,29592,26,276,0,276,60,0,0.21739130434782608,0.21739130434782608,1.0,0.21739130434782608
medoid,3,29665,126,7252,0,7252,0,0,0.0,0.0,nan,0.0
medoid,3,29666,34,429,0,429,0,1,-0.002331002331002331,0.002331002331002331,0.0,-0.002331002331002331
medoid,3,29669,4,4,0,4,0,0,0.0,0.0,nan,0.0
medoid,3,29679,23,102,0,102,0,0,0.0,0.0,nan,0.0
medoid,3,29681,38,429,0,429,0,0,0.0,0.0,nan,0.0
medoid,3,29703,25,47,0,47,4,0,0.0851063829787234,0.0851063829787234,1.0,0.0851063829787234
medoid,3,29725,7,6,0,6,6,0,1.0,1.0,1.0,1.0
medoid,3,29733,7,10,0,10,0,0,0.0,0.0,nan,0.0
medoid,3,29781,22,139,0,139,0,0,0.0,0.0,nan,0.0
medoid,3,29804,13,22,0,22,1,0,0.045454545454545456,0.045454545454545456,1.0,0.045454545454545456
medoid,3,29865,42,471,0,471,24,0,0.050955414012738856,0.050955414012738856,1.0,0.050955414012738856
medoid,3,29869,49,772,0,772,45,0,0.05829015544041451,0.05829015544041451,1.0,0.05829015544041451
medoid,3,29908,15,48,0,48,22,0,0.4583333333333333,0.4583333333333333,1.0,0.4583333333333333
medoid,3,29909,18,17,0,17,0,0,0.0,0.0,nan,0.0
medoid,3,29910,26,255,0,255,16,0,0.06274509803921569,0.06274509803921569,1.0,0.06274509803921569
medoid,3,29922,34,396,0,396,0,0,0.0,0.0,nan,0.0
medoid,3,29944,19,100,0,100,0,0,0.0,0.0,nan,0.0
medoid,3,29949,15,82,0,82,0,0,0.0,0.0,nan,0.0
medoid,3,30025,25,162,0,162,0,0,0.0,0.0,nan,0.0
medoid,3,30030,136,8556,0,8556,30,0,0.0035063113604488078,0.0035063113604488078,1.0,0.0035063113604488078
medoid,3,30063,19,103,0,103,0,0,0.0,0.0,nan,0.0
medoid,3,30103,69,2029,0,2029,0,0,0.0,0.0,nan,0.0
medoid,3,30213,13,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,4,6,12,20,0,20,14,0,0.7,0.7,1.0,0.7
medoid,4,22,15,48,0,48,22,0,0.4583333333333333,0.4583333333333333,1.0,0.4583333333333333
medoid,4,33,15,36,0,36,0,0,0.0,0.0,nan,0.0
medoid,4,46,15,14,0,14,0,1,-0.07142857142857142,0.07142857142857142,0.0,-0.07142857142857142
medoid,4,63,16,65,0,65,0,0,0.0,0.0,nan,0.0
medoid,4,66,47,575,0,575,0,0,0.0,0.0,nan,0.0
medoid,4,129,16,59,0,59,0,0,0.0,0.0,nan,0.0
medoid,4,146,203,19426,0,19426,29,10,0.0009780706269947492,0.0020076186554102747,0.7435897435897436,0.0009780706269947492
medoid,4,173,9,20,0,20,0,0,0.0,0.0,nan,0.0
medoid,4,222,19,125,0,125,0,0,0.0,0.0,nan,0.0
medoid,4,227,22,91,0,91,12,0,0.13186813186813187,0.13186813186813187,1.0,0.13186813186813187
medoid,4,242,5,6,0,6,0,0,0.0,0.0,nan,0.0
medoid,4,257,8,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,4,267,12,36,0,36,0,0,0.0,0.0,nan,0.0
medoid,4,315,25,214,0,214,16,0,0.07476635514018691,0.07476635514018691,1.0,0.07476635514018691
medoid,4,334,13,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,4,365,37,407,0,407,45,0,0.11056511056511056,0.11056511056511056,1.0,0.11056511056511056
medoid,4,422,18,17,0,17,0,0,0.0,0.0,nan,0.0
medoid,4,489,4,4,0,4,4,0,1.0,1.0,1.0,1.0
medoid,4,518,34,427,0,427,0,0,0.0,0.0,nan,0.0
medoid,4,553,24,191,0,191,35,0,0.18324607329842932,0.18324607329842932,1.0,0.18324607329842932
medoid,4,627,16,61,0,61,0,0,0.0,0.0,nan,0.0
medoid,4,642,63,1593,0,1593,18,0,0.011299435028248588,0.011299435028248588,1.0,0.011299435028248588
medoid,4,657,94,3748,0,3748,3,0,0.0008004268943436499,0.0008004268943436499,1.0,0.0008004268943436499
medoid,4,668,17,30,0,30,0,0,0.0,0.0,nan,0.0
medoid,4,673,8,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,4,745,17,55,0,55,13,0,0.23636363636363636,0.23636363636363636,1.0,0.23636363636363636
medoid,4,789,6,8,0,8,0,0,0.0,0.0,nan,0.0
medoid,4,799,61,1479,0,1479,2,0,0.001352265043948614,0.001352265043948614,1.0,0.001352265043948614
medoid,4,836,24,129,0,129,0,0,0.0,0.0,nan,0.0
medoid,4,856,11,30,0,30,0,0,0.0,0.0,nan,0.0
medoid,4,869,8,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,4,881,20,36,0,36,0,0,0.0,0.0,nan,0.0
medoid,4,931,72,2081,0,2081,0,0,0.0,0.0,nan,0.0
medoid,4,935,29,256,0,256,0,0,0.0,0.0,nan,0.0
medoid,4,947,14,44,0,44,0,0,0.0,0.0,nan,0.0
medoid,4,1017,43,685,0,685,0,0,0.0,0.0,nan,0.0
medoid,4,1029,13,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,4,1083,23,102,0,102,0,0,0.0,0.0,nan,0.0
medoid,4,1091,33,333,0,333,0,0,0.0,0.0,nan,0.0
medoid,4,1185,44,555,0,555,0,0,0.0,0.0,nan,0.0
medoid,4,1212,7,6,0,6,0,0,0.0,0.0,nan,0.0
medoid,4,1227,23,152,0,152,2,0,0.013157894736842105,0.013157894736842105,1.0,0.013157894736842105
medoid,4,1235,39,495,0,495,0,0,0.0,0.0,nan,0.0
medoid,4,1284,86,3288,0,3288,2,0,0.0006082725060827251,0.0006082725060827251,1.0,0.0006082725060827251
medoid,4,1290,53,973,0,973,1,0,0.0010277492291880781,0.0010277492291880781,1.0,0.0010277492291880781
medoid,4,1313,9,8,0,8,0,0,0.0,0.0,nan,0.0
medoid,4,1322,12,36,0,36,0,0,0.0,0.0,nan,0.0
medoid,4,1326,11,18,0,18,16,0,0.8888888888888888,0.8888888888888888,1.0,0.8888888888888888
medoid,4,1361,43,623,0,623,0,0,0.0,0.0,nan,0.0
medoid,4,1381,19,99,0,99,0,0,0.0,0.0,nan,0.0
medoid,4,1391,21,108,0,108,0,0,0.0,0.0,nan,0.0
medoid,4,1440,8,13,0,13,1,0,0.07692307692307693,0.07692307692307693,1.0,0.07692307692307693
medoid,4,1486,3,2,0,2,0,0,0.0,0.0,nan,0.0
medoid,4,1518,15,44,0,44,0,0,0.0,0.0,nan,0.0
medoid,4,1538,22,85,0,85,0,0,0.0,0.0,nan,0.0
medoid,4,1544,48,801,0,801,1,0,0.0012484394506866417,0.0012484394506866417,1.0,0.0012484394506866417
medoid,4,1560,13,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,4,1593,15,56,0,56,10,0,0.17857142857142858,0.17857142857142858,1.0,0.17857142857142858
medoid,4,1596,8,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,4,1637,9,18,0,18,0,0,0.0,0.0,nan,0.0
medoid,4,1643,96,4094,0,4094,0,0,0.0,0.0,nan,0.0
medoid,4,1708,31,401,0,401,0,0,0.0,0.0,nan,0.0
medoid,4,1722,21,68,0,68,0,0,0.0,0.0,nan,0.0
medoid,4,1733,4,4,0,4,0,0,0.0,0.0,nan,0.0
medoid,4,1734,15,26,0,26,0,0,0.0,0.0,nan,0.0
medoid,4,1752,60,1421,0,1421,0,0,0.0,0.0,nan,0.0
medoid,4,1763,22,85,0,85,0,0,0.0,0.0,nan,0.0
medoid,4,1785,21,110,0,110,0,0,0.0,0.0,nan,0.0
medoid,4,1800,13,30,0,30,0,0,0.0,0.0,nan,0.0
medoid,4,1860,21,141,0,141,22,0,0.15602836879432624,0.15602836879432624,1.0,0.15602836879432624
medoid,4,1867,13,22,0,22,2,0,0.09090909090909091,0.09090909090909091,1.0,0.09090909090909091
medoid,4,1884,7,6,0,6,0,0,0.0,0.0,nan,0.0
medoid,4,1910,20,51,0,51,0,0,0.0,0.0,nan,0.0
medoid,4,1919,13,40,0,40,0,0,0.0,0.0,nan,0.0
medoid,4,1932,18,17,0,17,0,0,0.0,0.0,nan,0.0
medoid,4,1958,17,66,0,66,0,0,0.0,0.0,nan,0.0
medoid,4,1982,12,20,0,20,0,0,0.0,0.0,nan,0.0
medoid,4,2021,3,2,0,2,0,0,0.0,0.0,nan,0.0
medoid,4,2022,15,72,0,72,0,0,0.0,0.0,nan,0.0
medoid,4,2051,28,263,0,263,4,0,0.015209125475285171,0.015209125475285171,1.0,0.015209125475285171
medoid,4,2111,18,83,0,83,8,0,0.0963855421686747,0.0963855421686747,1.0,0.0963855421686747
medoid,4,2131,8,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,4,2262,24,175,0,175,0,0,0.0,0.0,nan,0.0
medoid,4,2272,34,289,0,289,0,0,0.0,0.0,nan,0.0
medoid,4,2320,25,154,0,154,0,0,0.0,0.0,nan,0.0
medoid,4,2342,6,5,0,5,0,0,0.0,0.0,nan,0.0
medoid,4,2375,5,6,0,6,6,0,1.0,1.0,1.0,1.0
medoid,4,2388,17,56,0,56,0,0,0.0,0.0,nan,0.0
medoid,4,2390,26,179,0,179,0,0,0.0,0.0,nan,0.0
medoid,4,2407,30,243,0,243,0,0,0.0,0.0,nan,0.0
medoid,4,2409,14,24,0,24,0,0,0.0,0.0,nan,0.0
medoid,4,2472,2,1,0,1,0,0,0.0,0.0,nan,0.0
medoid,4,2498,14,45,0,45,0,0,0.0,0.0,nan,0.0
medoid,4,2521,16,55,0,55,0,0,0.0,0.0,nan,0.0
medoid,4,2527,29,318,0,318,49,0,0.1540880503144654,0.1540880503144654,1.0,0.1540880503144654
medoid,4,2528,8,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,4,2545,29,236,0,236,0,0,0.0,0.0,nan,0.0
medoid,4,2576,140,8483,0,8483,0,0,0.0,0.0,nan,0.0
medoid,4,2585,13,22,0,22,2,0,0.09090909090909091,0.09090909090909091,1.0,0.09090909090909091
medoid,4,2586,36,482,0,482,0,0,0.0,0.0,nan,0.0
medoid,4,2620,24,125,0,125,0,0,0.0,0.0,nan,0.0
medoid,4,2636,12,36,0,36,0,0,0.0,0.0,nan,0.0
medoid,4,2644,31,339,0,339,22,0,0.06489675516224189,0.06489675516224189,1.0,0.06489675516224189
medoid,4,2668,7,6,0,6,0,0,0.0,0.0,nan,0.0
medoid,4,2686,21,120,0,120,10,0,0.08333333333333333,0.08333333333333333,1.0,0.08333333333333333
medoid,4,2710,11,10,0,10,0,0,0.0,0.0,nan,0.0
medoid,4,2716,57,1252,0,1252,18,0,0.01437699680511182,0.01437699680511182,1.0,0.01437699680511182
medoid,4,2797,11,30,0,30,0,0,0.0,0.0,nan,0.0
medoid,4,2804,18,17,0,17,0,0,0.0,0.0,nan,0.0
medoid,4,2830,14,57,0,57,0,0,0.0,0.0,nan,0.0
medoid,4,2853,19,100,0,100,4,0,0.04,0.04,1.0,0.04
medoid,4,2860,6,9,0,9,0,0,0.0,0.0,nan,0.0
medoid,4,2959,15,26,0,26,0,0,0.0,0.0,nan,0.0
medoid,4,2961,21,38,0,38,0,0,0.0,0.0,nan,0.0
medoid,4,3002,18,108,0,108,0,0,0.0,0.0,nan,0.0
medoid,4,3003,4,4,0,4,0,0,0.0,0.0,nan,0.0
medoid,4,3015,300,42582,0,42582,3,0,7.045230379033395e-05,7.045230379033395e-05,1.0,7.045230379033395e-05
medoid,4,3088,13,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,4,3124,22,121,0,121,0,0,0.0,0.0,nan,0.0
medoid,4,3169,24,23,0,23,0,0,0.0,0.0,nan,0.0
medoid,4,3216,3,2,0,2,0,0,0.0,0.0,nan,0.0
medoid,4,3223,17,80,0,80,0,0,0.0,0.0,nan,0.0
medoid,4,3239,21,71,0,71,71,0,1.0,1.0,1.0,1.0
medoid,4,3282,9,18,0,18,0,0,0.0,0.0,nan,0.0
medoid,4,3293,27,266,0,266,0,0,0.0,0.0,nan,0.0
medoid,4,3310,19,34,0,34,0,0,0.0,0.0,nan,0.0
medoid,4,3338,5,6,0,6,0,0,0.0,0.0,nan,0.0
medoid,4,3353,13,22,0,22,22,0,1.0,1.0,1.0,1.0
medoid,4,3377,7,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,4,3388,85,2802,0,2802,10,0,0.0035688793718772305,0.0035688793718772305,1.0,0.0035688793718772305
medoid,4,3414,68,1833,0,1833,0,0,0.0,0.0,nan,0.0
medoid,4,3425,18,17,0,17,0,0,0.0,0.0,nan,0.0
medoid,4,3453,88,3295,0,3295,0,0,0.0,0.0,nan,0.0
medoid,4,3468,51,759,0,759,0,0,0.0,0.0,nan,0.0
medoid,4,3474,7,6,0,6,0,0,0.0,0.0,nan,0.0
medoid,4,3492,12,44,0,44,0,0,0.0,0.0,nan,0.0
medoid,4,3501,10,24,0,24,0,0,0.0,0.0,nan,0.0
medoid,4,3545,12,36,0,36,0,0,0.0,0.0,nan,0.0
medoid,4,3566,14,33,0,33,0,0,0.0,0.0,nan,0.0
medoid,4,3618,8,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,4,3619,11,18,0,18,16,0,0.8888888888888888,0.8888888888888888,1.0,0.8888888888888888
medoid,4,3626,33,327,0,327,0,0,0.0,0.0,nan,0.0
medoid,4,3695,9,20,0,20,0,0,0.0,0.0,nan,0.0
medoid,4,3769,46,769,0,769,0,0,0.0,0.0,nan,0.0
medoid,4,3796,145,9693,0,9693,92,7,0.008769214897348603,0.01021355617455896,0.9292929292929293,0.008769214897348603
medoid,4,3854,45,704,0,704,0,0,0.0,0.0,nan,0.0
medoid,4,3878,12,53,0,53,0,0,0.0,0.0,nan,0.0
medoid,4,3905,13,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,4,3940,17,96,0,96,0,0,0.0,0.0,nan,0.0
medoid,4,3955,34,349,0,349,0,0,0.0,0.0,nan,0.0
medoid,4,3961,15,48,0,48,0,0,0.0,0.0,nan,0.0
medoid,4,4001,2,1,0,1,0,0,0.0,0.0,nan,0.0
medoid,4,4037,24,108,0,108,108,0,1.0,1.0,1.0,1.0
medoid,4,4076,7,6,0,6,0,0,0.0,0.0,nan,0.0
medoid,4,4083,13,48,0,48,0,0,0.0,0.0,nan,0.0
medoid,4,4091,72,2095,0,2095,0,0,0.0,0.0,nan,0.0
medoid,4,4129,53,1035,0,1035,0,0,0.0,0.0,nan,0.0
medoid,4,4148,20,117,0,117,0,0,0.0,0.0,nan,0.0
medoid,4,4202,7,10,0,10,0,0,0.0,0.0,nan,0.0
medoid,4,4254,12,36,0,36,0,0,0.0,0.0,nan,0.0
medoid,4,4272,12,20,0,20,0,0,0.0,0.0,nan,0.0
medoid,4,4275,31,271,0,271,0,0,0.0,0.0,nan,0.0
medoid,4,4358,55,1160,0,1160,0,0,0.0,0.0,nan,0.0
medoid,4,4419,38,496,0,496,12,0,0.024193548387096774,0.024193548387096774,1.0,0.024193548387096774
medoid,4,4450,19,88,0,88,0,0,0.0,0.0,nan,0.0
medoid,4,4473,6,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,4,4483,18,17,0,17,17,0,1.0,1.0,1.0,1.0
medoid,4,4492,27,231,0,231,0,0,0.0,0.0,nan,0.0
medoid,4,4572,8,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,4,4620,11,10,0,10,0,0,0.0,0.0,nan,0.0
medoid,4,4688,11,30,0,30,0,0,0.0,0.0,nan,0.0
medoid,4,4704,20,19,0,19,0,0,0.0,0.0,nan,0.0
medoid,4,4716,15,26,0,26,0,0,0.0,0.0,nan,0.0
medoid,4,4721,15,74,0,74,0,0,0.0,0.0,nan,0.0
medoid,4,4724,34,385,0,385,24,0,0.06233766233766234,0.06233766233766234,1.0,0.06233766233766234
medoid,4,4747,13,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,4,4759,2,1,0,1,0,0,0.0,0.0,nan,0.0
medoid,4,4794,84,3173,0,3173,12,0,0.003781909864481563,0.003781909864481563,1.0,0.003781909864481563
medoid,4,4837,7,6,0,6,0,0,0.0,0.0,nan,0.0
medoid,4,4839,105,4883,0,4883,2,0,0.00040958427196395656,0.00040958427196395656,1.0,0.00040958427196395656
medoid,4,4854,4,4,0,4,0,0,0.0,0.0,nan,0.0
medoid,4,4872,9,18,0,18,0,0,0.0,0.0,nan,0.0
medoid,4,4888,10,27,0,27,0,0,0.0,0.0,nan,0.0
medoid,4,4924,25,178,0,178,0,0,0.0,0.0,nan,0.0
medoid,4,4928,19,34,0,34,0,0,0.0,0.0,nan,0.0
medoid,4,4963,9,20,0,20,0,0,0.0,0.0,nan,0.0
medoid,4,4967,13,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,4,5034,254,29906,0,29906,29,0,0.0009697050759045007,0.0009697050759045007,1.0,0.0009697050759045007
medoid,4,5114,37,393,0,393,0,0,0.0,0.0,nan,0.0
medoid,4,5132,22,145,0,145,0,0,0.0,0.0,nan,0.0
medoid,4,5213,13,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,4,5215,22,204,0,204,0,0,0.0,0.0,nan,0.0
medoid,4,5220,48,995,0,995,2,0,0.0020100502512562816,0.0020100502512562816,1.0,0.0020100502512562816
medoid,4,5251,18,17,0,17,0,0,0.0,0.0,nan,0.0
medoid,4,5297,8,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,4,5311,12,36,0,36,0,0,0.0,0.0,nan,0.0
medoid,4,5313,24,165,0,165,14,0,0.08484848484848485,0.08484848484848485,1.0,0.08484848484848485
medoid,4,5319,33,327,0,327,0,0,0.0,0.0,nan,0.0
medoid,4,5332,36,321,0,321,0,0,0.0,0.0,nan,0.0
medoid,4,5345,14,35,0,35,0,0,0.0,0.0,nan,0.0
medoid,4,5363,72,2287,0,2287,0,0,0.0,0.0,nan,0.0
medoid,4,5390,93,3872,0,3872,0,0,0.0,0.0,nan,0.0
medoid,4,5391,52,1046,0,1046,0,0,0.0,0.0,nan,0.0
medoid,4,5538,5,6,0,6,0,0,0.0,0.0,nan,0.0
medoid,4,5571,33,416,0,416,0,0,0.0,0.0,nan,0.0
medoid,4,5573,13,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,4,5634,36,357,0,357,0,0,0.0,0.0,nan,0.0
medoid,4,5673,57,1240,0,1240,0,0,0.0,0.0,nan,0.0
medoid,4,5707,24,108,0,108,0,0,0.0,0.0,nan,0.0
medoid,4,5719,80,2687,0,2687,0,0,0.0,0.0,nan,0.0
medoid,4,5795,19,34,0,34,12,0,0.35294117647058826,0.35294117647058826,1.0,0.35294117647058826
medoid,4,5816,11,36,0,36,0,0,0.0,0.0,nan,0.0
medoid,4,5818,17,100,0,100,0,0,0.0,0.0,nan,0.0
medoid,4,5829,10,25,0,25,0,0,0.0,0.0,nan,0.0
medoid,4,5851,7,6,0,6,0,0,0.0,0.0,nan,0.0
medoid,4,5858,32,311,0,311,17,0,0.05466237942122187,0.05466237942122187,1.0,0.05466237942122187
medoid,4,5876,143,9317,0,9317,0,6,-0.0006439841150584952,0.0006439841150584952,0.0,-0.0006439841150584952
medoid,4,5933,65,1818,0,1818,0,0,0.0,0.0,nan,0.0
medoid,4,5947,12,20,0,20,0,0,0.0,0.0,nan,0.0
medoid,4,6016,8,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,4,6029,15,48,0,48,0,0,0.0,0.0,nan,0.0
medoid,4,6062,86,3132,0,3132,10,0,0.0031928480204342275,0.0031928480204342275,1.0,0.0031928480204342275
medoid,4,6095,6,5,0,5,0,0,0.0,0.0,nan,0.0
medoid,4,6158,9,18,0,18,3,0,0.16666666666666666,0.16666666666666666,1.0,0.16666666666666666
medoid,4,6194,8,17,0,17,0,0,0.0,0.0,nan,0.0
medoid,4,6197,19,100,0,100,0,0,0.0,0.0,nan,0.0
medoid,4,6214,13,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,4,6220,17,101,0,101,0,0,0.0,0.0,nan,0.0
medoid,4,6299,6,12,0,12,2,0,0.16666666666666666,0.16666666666666666,1.0,0.16666666666666666
medoid,4,6357,24,197,0,197,0,0,0.0,0.0,nan,0.0
medoid,4,6384,12,36,0,36,0,0,0.0,0.0,nan,0.0
medoid,4,6419,10,28,0,28,0,0,0.0,0.0,nan,0.0
medoid,4,6435,24,23,0,23,0,0,0.0,0.0,nan,0.0
medoid,4,6492,12,48,0,48,0,0,0.0,0.0,nan,0.0
medoid,4,6506,18,17,0,17,0,0,0.0,0.0,nan,0.0
medoid,4,6521,4,4,0,4,0,0,0.0,0.0,nan,0.0
medoid,4,6591,57,1296,0,1296,0,0,0.0,0.0,nan,0.0
medoid,4,6666,20,51,0,51,0,0,0.0,0.0,nan,0.0
medoid,4,6696,8,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,4,6727,3,2,0,2,0,0,0.0,0.0,nan,0.0
medoid,4,6737,10,24,0,24,0,0,0.0,0.0,nan,0.0
medoid,4,6750,30,335,0,335,0,0,0.0,0.0,nan,0.0
medoid,4,6764,6,8,0,8,0,0,0.0,0.0,nan,0.0
medoid,4,6790,34,371,0,371,0,0,0.0,0.0,nan,0.0
medoid,4,6799,10,16,0,16,0,0,0.0,0.0,nan,0.0
medoid,4,6827,61,1446,0,1446,0,0,0.0,0.0,nan,0.0
medoid,4,6846,11,18,0,18,0,0,0.0,0.0,nan,0.0
medoid,4,6853,29,143,0,143,17,0,0.11888111888111888,0.11888111888111888,1.0,0.11888111888111888
medoid,4,6859,18,32,0,32,0,0,0.0,0.0,nan,0.0
medoid,4,6863,25,47,0,47,0,0,0.0,0.0,nan,0.0
medoid,4,6871,25,114,0,114,0,0,0.0,0.0,nan,0.0
medoid,4,6933,13,22,0,22,2,0,0.09090909090909091,0.09090909090909091,1.0,0.09090909090909091
medoid,4,6951,26,221,0,221,0,0,0.0,0.0,nan,0.0
medoid,4,6966,4,3,0,3,0,0,0.0,0.0,nan,0.0
medoid,4,6973,19,34,0,34,11,0,0.3235294117647059,0.3235294117647059,1.0,0.3235294117647059
medoid,4,6979,4,4,0,4,0,0,0.0,0.0,nan,0.0
medoid,4,6981,28,301,0,301,2,0,0.006644518272425249,0.006644518272425249,1.0,0.006644518272425249
medoid,4,7056,34,426,0,426,0,0,0.0,0.0,nan,0.0
medoid,4,7122,13,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,4,7129,26,153,0,153,0,0,0.0,0.0,nan,0.0
medoid,4,7161,5,6,0,6,6,0,1.0,1.0,1.0,1.0
medoid,4,7179,7,6,0,6,0,0,0.0,0.0,nan,0.0
medoid,4,7180,8,15,0,15,0,0,0.0,0.0,nan,0.0
medoid,4,7195,11,24,0,24,0,0,0.0,0.0,nan,0.0
medoid,4,7229,13,30,0,30,0,0,0.0,0.0,nan,0.0
medoid,4,7249,2,1,0,1,0,0,0.0,0.0,nan,0.0
medoid,4,7284,40,543,0,543,17,0,0.03130755064456722,0.03130755064456722,1.0,0.03130755064456722
medoid,4,7289,30,268,0,268,0,0,0.0,0.0,nan,0.0
medoid,4,7325,12,36,0,36,0,0,0.0,0.0,nan,0.0
medoid,4,7338,25,46,0,46,0,0,0.0,0.0,nan,0.0
medoid,4,7340,24,95,0,95,0,0,0.0,0.0,nan,0.0
