representative,fold,component_id,forms,disagreement_g1_same,disagreement_g2_same,disagreement_pairs,aligned_switches,reverse_switches,delta,switch_coverage,correct_switch_share,directional_identity
medoid,0,7,21,110,0,110,0,0,0.0,0.0,nan,0.0
medoid,0,119,92,3578,0,3578,0,0,0.0,0.0,nan,0.0
medoid,0,159,15,26,0,26,0,0,0.0,0.0,nan,0.0
medoid,0,172,23,90,0,90,0,0,0.0,0.0,nan,0.0
medoid,0,214,18,93,0,93,2,0,0.021505376344086023,0.021505376344086023,1.0,0.021505376344086023
medoid,0,271,119,6510,0,6510,28,0,0.004301075268817204,0.004301075268817204,1.0,0.004301075268817204
medoid,0,304,13,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,0,306,18,17,0,17,0,0,0.0,0.0,nan,0.0
medoid,0,307,14,44,0,44,0,0,0.0,0.0,nan,0.0
medoid,0,327,8,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,0,353,15,44,0,44,0,0,0.0,0.0,nan,0.0
medoid,0,368,19,100,0,100,2,0,0.02,0.02,1.0,0.02
medoid,0,442,4,4,0,4,0,0,0.0,0.0,nan,0.0
medoid,0,446,13,55,0,55,0,0,0.0,0.0,nan,0.0
medoid,0,494,15,56,0,56,0,0,0.0,0.0,nan,0.0
medoid,0,608,21,38,0,38,0,0,0.0,0.0,nan,0.0
medoid,0,615,17,78,0,78,0,0,0.0,0.0,nan,0.0
medoid,0,626,31,273,0,273,22,0,0.08058608058608059,0.08058608058608059,1.0,0.08058608058608059
medoid,0,660,35,408,0,408,0,0,0.0,0.0,nan,0.0
medoid,0,696,33,272,0,272,0,0,0.0,0.0,nan,0.0
medoid,0,718,26,199,0,199,0,0,0.0,0.0,nan,0.0
medoid,0,775,28,228,0,228,0,0,0.0,0.0,nan,0.0
medoid,0,791,22,157,0,157,0,0,0.0,0.0,nan,0.0
medoid,0,810,8,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,0,838,43,633,0,633,0,0,0.0,0.0,nan,0.0
medoid,0,843,11,30,0,30,0,0,0.0,0.0,nan,0.0
medoid,0,845,12,36,0,36,0,0,0.0,0.0,nan,0.0
medoid,0,886,221,23012,0,23012,0,0,0.0,0.0,nan,0.0
medoid,0,891,7,6,0,6,6,0,1.0,1.0,1.0,1.0
medoid,0,909,13,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,0,910,3,2,0,2,0,0,0.0,0.0,nan,0.0
medoid,0,934,47,947,0,947,0,0,0.0,0.0,nan,0.0
medoid,0,950,44,597,0,597,0,0,0.0,0.0,nan,0.0
medoid,0,957,23,102,0,102,0,0,0.0,0.0,nan,0.0
medoid,0,960,11,18,0,18,0,0,0.0,0.0,nan,0.0
medoid,0,988,23,102,0,102,0,0,0.0,0.0,nan,0.0
medoid,0,1093,18,71,0,71,0,0,0.0,0.0,nan,0.0
medoid,0,1116,8,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,0,1125,101,4392,0,4392,86,0,0.019581056466302368,0.019581056466302368,1.0,0.019581056466302368
medoid,0,1138,24,23,0,23,1,0,0.043478260869565216,0.043478260869565216,1.0,0.043478260869565216
medoid,0,1152,8,17,0,17,0,0,0.0,0.0,nan,0.0
medoid,0,1217,22,139,0,139,0,0,0.0,0.0,nan,0.0
medoid,0,1219,4,4,0,4,0,0,0.0,0.0,nan,0.0
medoid,0,1272,13,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,0,1307,20,51,0,51,0,0,0.0,0.0,nan,0.0
medoid,0,1349,27,268,0,268,1,0,0.0037313432835820895,0.0037313432835820895,1.0,0.0037313432835820895
medoid,0,1350,22,85,0,85,0,0,0.0,0.0,nan,0.0
medoid,0,1359,27,97,0,97,22,0,0.2268041237113402,0.2268041237113402,1.0,0.2268041237113402
medoid,0,1409,66,1652,0,1652,0,0,0.0,0.0,nan,0.0
medoid,0,1419,9,18,0,18,0,0,0.0,0.0,nan,0.0
medoid,0,1584,22,159,0,159,0,0,0.0,0.0,nan,0.0
medoid,0,1604,21,68,0,68,0,0,0.0,0.0,nan,0.0
medoid,0,1620,12,20,0,20,0,0,0.0,0.0,nan,0.0
medoid,0,1635,3,2,0,2,0,0,0.0,0.0,nan,0.0
medoid,0,1670,32,359,0,359,0,0,0.0,0.0,nan,0.0
medoid,0,1673,65,1778,0,1778,0,0,0.0,0.0,nan,0.0
medoid,0,1700,25,47,0,47,0,0,0.0,0.0,nan,0.0
medoid,0,1706,21,128,0,128,0,0,0.0,0.0,nan,0.0
medoid,0,1737,22,85,0,85,0,0,0.0,0.0,nan,0.0
medoid,0,1744,21,144,0,144,0,0,0.0,0.0,nan,0.0
medoid,0,1754,7,6,0,6,0,0,0.0,0.0,nan,0.0
medoid,0,1771,81,2627,0,2627,0,0,0.0,0.0,nan,0.0
medoid,0,1813,11,10,0,10,0,0,0.0,0.0,nan,0.0
medoid,0,1836,53,1025,0,1025,54,0,0.05268292682926829,0.05268292682926829,1.0,0.05268292682926829
medoid,0,1855,13,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,0,1857,8,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,0,1883,18,17,0,17,17,0,1.0,1.0,1.0,1.0
medoid,0,1896,21,147,0,147,2,0,0.013605442176870748,0.013605442176870748,1.0,0.013605442176870748
medoid,0,1911,67,1798,0,1798,0,0,0.0,0.0,nan,0.0
medoid,0,2010,54,1114,0,1114,0,0,0.0,0.0,nan,0.0
medoid,0,2014,26,243,0,243,0,0,0.0,0.0,nan,0.0
medoid,0,2025,5,6,0,6,0,0,0.0,0.0,nan,0.0
medoid,0,2048,30,243,0,243,0,0,0.0,0.0,nan,0.0
medoid,0,2077,30,339,0,339,0,0,0.0,0.0,nan,0.0
medoid,0,2084,329,52067,0,52067,34,0,0.0006530047822997292,0.0006530047822997292,1.0,0.0006530047822997292
medoid,0,2110,14,64,0,64,0,0,0.0,0.0,nan,0.0
medoid,0,2114,67,1672,0,1672,5,0,0.0029904306220095694,0.0029904306220095694,1.0,0.0029904306220095694
medoid,0,2153,6,5,0,5,0,0,0.0,0.0,nan,0.0
medoid,0,2168,50,998,0,998,0,0,0.0,0.0,nan,0.0
medoid,0,2203,16,39,0,39,0,0,0.0,0.0,nan,0.0
medoid,0,2268,41,609,0,609,2,0,0.003284072249589491,0.003284072249589491,1.0,0.003284072249589491
medoid,0,2284,25,189,0,189,0,0,0.0,0.0,nan,0.0
medoid,0,2336,79,2417,0,2417,0,0,0.0,0.0,nan,0.0
medoid,0,2357,14,33,0,33,3,0,0.09090909090909091,0.09090909090909091,1.0,0.09090909090909091
medoid,0,2374,14,24,0,24,0,0,0.0,0.0,nan,0.0
medoid,0,2378,8,12,0,12,12,0,1.0,1.0,1.0,1.0
medoid,0,2382,2,1,0,1,0,0,0.0,0.0,nan,0.0
medoid,0,2413,48,826,0,826,0,0,0.0,0.0,nan,0.0
medoid,0,2417,7,6,0,6,0,0,0.0,0.0,nan,0.0
medoid,0,2445,19,100,0,100,2,0,0.02,0.02,1.0,0.02
medoid,0,2454,155,10965,0,10965,10,0,0.0009119927040583675,0.0009119927040583675,1.0,0.0009119927040583675
medoid,0,2508,56,1078,0,1078,0,0,0.0,0.0,nan,0.0
medoid,0,2531,6,9,0,9,0,0,0.0,0.0,nan,0.0
medoid,0,2544,31,329,0,329,0,0,0.0,0.0,nan,0.0
medoid,0,2550,13,22,0,22,22,0,1.0,1.0,1.0,1.0
medoid,0,2601,35,276,0,276,0,0,0.0,0.0,nan,0.0
medoid,0,2602,12,36,0,36,0,0,0.0,0.0,nan,0.0
medoid,0,2624,30,321,0,321,0,0,0.0,0.0,nan,0.0
medoid,0,2629,10,27,0,27,0,0,0.0,0.0,nan,0.0
medoid,0,2666,15,26,0,26,0,0,0.0,0.0,nan,0.0
medoid,0,2669,88,3401,0,3401,85,0,0.024992649220817408,0.024992649220817408,1.0,0.024992649220817408
medoid,0,2682,36,499,0,499,0,0,0.0,0.0,nan,0.0
medoid,0,2683,18,17,0,17,0,0,0.0,0.0,nan,0.0
medoid,0,2704,19,34,0,34,0,0,0.0,0.0,nan,0.0
medoid,0,2705,42,513,0,513,0,0,0.0,0.0,nan,0.0
medoid,0,2719,3,2,0,2,0,0,0.0,0.0,nan,0.0
medoid,0,2724,4,4,0,4,0,0,0.0,0.0,nan,0.0
medoid,0,2726,54,984,0,984,0,0,0.0,0.0,nan,0.0
medoid,0,2756,11,30,0,30,0,0,0.0,0.0,nan,0.0
medoid,0,2763,95,4104,0,4104,0,0,0.0,0.0,nan,0.0
medoid,0,2772,17,74,0,74,0,0,0.0,0.0,nan,0.0
medoid,0,2816,36,530,0,530,2,0,0.0037735849056603774,0.0037735849056603774,1.0,0.0037735849056603774
medoid,0,2823,35,323,0,323,0,0,0.0,0.0,nan,0.0
medoid,0,2829,38,561,0,561,0,1,-0.0017825311942959,0.0017825311942959,0.0,-0.0017825311942959
medoid,0,2835,18,32,0,32,0,0,0.0,0.0,nan,0.0
medoid,0,2849,24,179,0,179,0,0,0.0,0.0,nan,0.0
medoid,0,2858,58,1236,0,1236,0,0,0.0,0.0,nan,0.0
medoid,0,2894,13,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,0,2902,7,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,0,2934,11,36,0,36,0,0,0.0,0.0,nan,0.0
medoid,0,2954,44,774,0,774,0,0,0.0,0.0,nan,0.0
medoid,0,2960,9,18,0,18,0,0,0.0,0.0,nan,0.0
medoid,0,3021,24,125,0,125,0,0,0.0,0.0,nan,0.0
medoid,0,3024,12,41,0,41,6,0,0.14634146341463414,0.14634146341463414,1.0,0.14634146341463414
medoid,0,3044,32,340,0,340,0,0,0.0,0.0,nan,0.0
medoid,0,3055,13,22,0,22,2,0,0.09090909090909091,0.09090909090909091,1.0,0.09090909090909091
medoid,0,3070,5,6,0,6,0,0,0.0,0.0,nan,0.0
medoid,0,3087,47,903,0,903,0,10,-0.01107419712070875,0.01107419712070875,0.0,-0.01107419712070875
medoid,0,3112,13,48,0,48,0,0,0.0,0.0,nan,0.0
medoid,0,3132,27,96,0,96,1,0,0.010416666666666666,0.010416666666666666,1.0,0.010416666666666666
medoid,0,3168,18,116,0,116,0,0,0.0,0.0,nan,0.0
medoid,0,3189,20,19,0,19,16,0,0.8421052631578947,0.8421052631578947,1.0,0.8421052631578947
medoid,0,3300,24,173,0,173,0,0,0.0,0.0,nan,0.0
medoid,0,3316,13,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,0,3344,20,117,0,117,0,0,0.0,0.0,nan,0.0
medoid,0,3381,9,20,0,20,0,0,0.0,0.0,nan,0.0
medoid,0,3408,18,17,0,17,6,0,0.35294117647058826,0.35294117647058826,1.0,0.35294117647058826
medoid,0,3431,15,48,0,48,0,0,0.0,0.0,nan,0.0
medoid,0,3442,18,65,0,65,0,0,0.0,0.0,nan,0.0
medoid,0,3467,7,6,0,6,0,0,0.0,0.0,nan,0.0
medoid,0,3481,7,16,0,16,0,0,0.0,0.0,nan,0.0
medoid,0,3484,8,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,0,3485,75,2378,0,2378,0,0,0.0,0.0,nan,0.0
medoid,0,3526,28,217,0,217,0,0,0.0,0.0,nan,0.0
medoid,0,3535,11,18,0,18,0,0,0.0,0.0,nan,0.0
medoid,0,3542,12,36,0,36,0,0,0.0,0.0,nan,0.0
medoid,0,3605,87,3155,0,3155,0,0,0.0,0.0,nan,0.0
medoid,0,3632,27,252,0,252,0,0,0.0,0.0,nan,0.0
medoid,0,3655,13,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,0,3675,57,1318,0,1318,0,5,-0.0037936267071320183,0.0037936267071320183,0.0,-0.0037936267071320183
medoid,0,3696,7,10,0,10,0,0,0.0,0.0,nan,0.0
medoid,0,3720,33,265,0,265,1,0,0.0037735849056603774,0.0037735849056603774,1.0,0.0037735849056603774
medoid,0,3729,26,171,0,171,0,0,0.0,0.0,nan,0.0
medoid,0,3750,10,16,0,16,0,0,0.0,0.0,nan,0.0
medoid,0,3752,26,120,0,120,0,0,0.0,0.0,nan,0.0
medoid,0,3753,35,323,0,323,0,0,0.0,0.0,nan,0.0
medoid,0,3789,14,13,0,13,13,0,1.0,1.0,1.0,1.0
medoid,0,3800,10,28,0,28,0,0,0.0,0.0,nan,0.0
medoid,0,3808,91,3463,0,3463,0,0,0.0,0.0,nan,0.0
medoid,0,3825,7,6,0,6,6,0,1.0,1.0,1.0,1.0
medoid,0,3828,34,468,0,468,3,0,0.00641025641025641,0.00641025641025641,1.0,0.00641025641025641
medoid,0,3857,4,5,0,5,0,0,0.0,0.0,nan,0.0
medoid,0,3865,2,1,0,1,0,0,0.0,0.0,nan,0.0
medoid,0,3891,42,644,0,644,1,0,0.0015527950310559005,0.0015527950310559005,1.0,0.0015527950310559005
medoid,0,3909,25,106,0,106,0,0,0.0,0.0,nan,0.0
medoid,0,4049,31,373,0,373,0,2,-0.005361930294906166,0.005361930294906166,0.0,-0.005361930294906166
medoid,0,4057,51,1055,0,1055,0,0,0.0,0.0,nan,0.0
medoid,0,4086,10,29,0,29,0,0,0.0,0.0,nan,0.0
medoid,0,4092,18,17,0,17,0,0,0.0,0.0,nan,0.0
medoid,0,4111,43,479,0,479,0,0,0.0,0.0,nan,0.0
medoid,0,4138,42,633,0,633,0,0,0.0,0.0,nan,0.0
medoid,0,4150,12,20,0,20,0,0,0.0,0.0,nan,0.0
medoid,0,4163,19,34,0,34,0,0,0.0,0.0,nan,0.0
medoid,0,4208,21,80,0,80,0,0,0.0,0.0,nan,0.0
medoid,0,4223,12,36,0,36,36,0,1.0,1.0,1.0,1.0
medoid,0,4253,19,35,0,35,1,0,0.02857142857142857,0.02857142857142857,1.0,0.02857142857142857
medoid,0,4269,283,37873,0,37873,23,17,0.00015842420721886305,0.0010561613814590869,0.575,0.00015842420721886305
medoid,0,4300,28,224,0,224,0,0,0.0,0.0,nan,0.0
medoid,0,4308,11,10,0,10,8,0,0.8,0.8,1.0,0.8
medoid,0,4316,52,891,0,891,0,0,0.0,0.0,nan,0.0
medoid,0,4323,6,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,0,4389,9,18,0,18,0,0,0.0,0.0,nan,0.0
medoid,0,4397,158,11606,0,11606,0,0,0.0,0.0,nan,0.0
medoid,0,4430,15,26,0,26,0,0,0.0,0.0,nan,0.0
medoid,0,4435,24,143,0,143,0,0,0.0,0.0,nan,0.0
medoid,0,4453,55,1314,0,1314,0,0,0.0,0.0,nan,0.0
medoid,0,4477,33,367,0,367,0,0,0.0,0.0,nan,0.0
medoid,0,4504,31,350,0,350,0,0,0.0,0.0,nan,0.0
medoid,0,4558,134,8146,0,8146,0,0,0.0,0.0,nan,0.0
medoid,0,4563,8,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,0,4627,33,254,0,254,0,0,0.0,0.0,nan,0.0
medoid,0,4631,28,251,0,251,0,0,0.0,0.0,nan,0.0
medoid,0,4636,11,30,0,30,0,0,0.0,0.0,nan,0.0
medoid,0,4652,9,21,0,21,6,0,0.2857142857142857,0.2857142857142857,1.0,0.2857142857142857
medoid,0,4674,135,8232,0,8232,0,0,0.0,0.0,nan,0.0
medoid,0,4719,13,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,0,4728,28,291,0,291,0,0,0.0,0.0,nan,0.0
medoid,0,4748,4,4,0,4,0,0,0.0,0.0,nan,0.0
medoid,0,4755,2,1,0,1,0,0,0.0,0.0,nan,0.0
medoid,0,4757,18,93,0,93,0,0,0.0,0.0,nan,0.0
medoid,0,4767,7,6,0,6,0,0,0.0,0.0,nan,0.0
medoid,0,4780,171,13826,0,13826,24,0,0.0017358599739621004,0.0017358599739621004,1.0,0.0017358599739621004
medoid,0,4793,18,17,0,17,0,0,0.0,0.0,nan,0.0
medoid,0,4810,10,24,0,24,0,0,0.0,0.0,nan,0.0
medoid,0,4813,160,11249,0,11249,2,0,0.00017779358165170237,0.00017779358165170237,1.0,0.00017779358165170237
medoid,0,4862,42,471,0,471,0,0,0.0,0.0,nan,0.0
medoid,0,4864,24,23,0,23,0,0,0.0,0.0,nan,0.0
medoid,0,4871,35,425,0,425,0,5,-0.011764705882352941,0.011764705882352941,0.0,-0.011764705882352941
medoid,0,4893,23,130,0,130,0,0,0.0,0.0,nan,0.0
medoid,0,4894,9,20,0,20,0,0,0.0,0.0,nan,0.0
medoid,0,4914,38,595,0,595,0,0,0.0,0.0,nan,0.0
medoid,0,4937,43,651,0,651,0,0,0.0,0.0,nan,0.0
medoid,0,4953,17,82,0,82,0,0,0.0,0.0,nan,0.0
medoid,0,4960,18,80,0,80,0,0,0.0,0.0,nan,0.0
medoid,0,4973,38,467,0,467,0,0,0.0,0.0,nan,0.0
medoid,0,4978,584,166502,0,166502,22,14,4.804747090125044e-05,0.00021621361905562695,0.6111111111111112,4.804747090125044e-05
medoid,0,5040,57,1173,0,1173,0,0,0.0,0.0,nan,0.0
medoid,0,5050,5,6,0,6,0,0,0.0,0.0,nan,0.0
medoid,0,5061,19,130,0,130,0,0,0.0,0.0,nan,0.0
medoid,0,5080,52,1032,0,1032,0,0,0.0,0.0,nan,0.0
medoid,0,5086,73,2314,0,2314,0,0,0.0,0.0,nan,0.0
medoid,0,5109,27,167,0,167,0,0,0.0,0.0,nan,0.0
medoid,0,5116,45,595,0,595,0,0,0.0,0.0,nan,0.0
medoid,0,5129,10,25,0,25,0,0,0.0,0.0,nan,0.0
medoid,0,5131,48,872,0,872,0,0,0.0,0.0,nan,0.0
medoid,0,5158,33,362,0,362,0,0,0.0,0.0,nan,0.0
medoid,0,5160,12,36,0,36,0,0,0.0,0.0,nan,0.0
medoid,0,5165,34,421,0,421,0,0,0.0,0.0,nan,0.0
medoid,0,5194,13,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,0,5211,6,8,0,8,0,0,0.0,0.0,nan,0.0
medoid,0,5279,8,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,0,5342,15,48,0,48,22,0,0.4583333333333333,0.4583333333333333,1.0,0.4583333333333333
medoid,0,5352,37,335,0,335,0,0,0.0,0.0,nan,0.0
medoid,0,5387,20,53,0,53,11,0,0.20754716981132076,0.20754716981132076,1.0,0.20754716981132076
medoid,0,5388,7,6,0,6,0,0,0.0,0.0,nan,0.0
medoid,0,5453,34,383,0,383,0,0,0.0,0.0,nan,0.0
medoid,0,5520,36,357,0,357,0,0,0.0,0.0,nan,0.0
medoid,0,5523,109,5271,0,5271,5,0,0.0009485866059571238,0.0009485866059571238,1.0,0.0009485866059571238
medoid,0,5531,13,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,0,5536,20,108,0,108,0,0,0.0,0.0,nan,0.0
medoid,0,5601,2,1,0,1,0,0,0.0,0.0,nan,0.0
medoid,0,5621,25,114,0,114,0,0,0.0,0.0,nan,0.0
medoid,0,5657,12,20,0,20,0,0,0.0,0.0,nan,0.0
medoid,0,5682,19,34,0,34,0,0,0.0,0.0,nan,0.0
medoid,0,5721,19,100,0,100,0,0,0.0,0.0,nan,0.0
medoid,0,5736,18,123,0,123,0,0,0.0,0.0,nan,0.0
medoid,0,5745,16,55,0,55,0,0,0.0,0.0,nan,0.0
medoid,0,5758,25,178,0,178,2,0,0.011235955056179775,0.011235955056179775,1.0,0.011235955056179775
medoid,0,5823,12,48,0,48,0,0,0.0,0.0,nan,0.0
medoid,0,5872,69,1891,0,1891,0,0,0.0,0.0,nan,0.0
medoid,0,5874,6,5,0,5,0,0,0.0,0.0,nan,0.0
medoid,0,5920,22,85,0,85,0,0,0.0,0.0,nan,0.0
medoid,0,5959,51,944,0,944,66,0,0.06991525423728813,0.06991525423728813,1.0,0.06991525423728813
medoid,0,5963,85,2738,0,2738,0,0,0.0,0.0,nan,0.0
medoid,0,5998,8,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,0,6003,4,3,0,3,0,0,0.0,0.0,nan,0.0
medoid,0,6099,9,18,0,18,0,0,0.0,0.0,nan,0.0
medoid,0,6110,12,36,0,36,36,0,1.0,1.0,1.0,1.0
medoid,0,6129,34,355,0,355,0,0,0.0,0.0,nan,0.0
medoid,0,6141,32,390,0,390,0,0,0.0,0.0,nan,0.0
medoid,0,6142,14,24,0,24,0,0,0.0,0.0,nan,0.0
medoid,0,6145,36,329,0,329,0,0,0.0,0.0,nan,0.0
medoid,0,6156,41,533,0,533,1,0,0.001876172607879925,0.001876172607879925,1.0,0.001876172607879925
medoid,0,6189,13,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,0,6255,18,17,0,17,0,0,0.0,0.0,nan,0.0
medoid,0,6275,48,663,0,663,0,0,0.0,0.0,nan,0.0
medoid,0,6283,6,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,0,6316,25,153,0,153,0,0,0.0,0.0,nan,0.0
medoid,0,6328,33,239,0,239,0,0,0.0,0.0,nan,0.0
medoid,0,6376,8,12,0,12,12,0,1.0,1.0,1.0,1.0
medoid,0,6445,26,69,0,69,0,0,0.0,0.0,nan,0.0
medoid,0,6487,4,4,0,4,0,0,0.0,0.0,nan,0.0
medoid,0,6519,5,6,0,6,0,0,0.0,0.0,nan,0.0
medoid,0,6531,5,8,0,8,0,0,0.0,0.0,nan,0.0
medoid,0,6550,6,9,0,9,0,0,0.0,0.0,nan,0.0
medoid,0,6569,35,517,0,517,0,0,0.0,0.0,nan,0.0
medoid,0,6596,20,51,0,51,0,0,0.0,0.0,nan,0.0
medoid,0,6634,3,2,0,2,2,0,1.0,1.0,1.0,1.0
medoid,0,6692,23,168,0,168,48,0,0.2857142857142857,0.2857142857142857,1.0,0.2857142857142857
medoid,0,6747,14,60,0,60,0,0,0.0,0.0,nan,0.0
medoid,0,6771,24,203,0,203,0,0,0.0,0.0,nan,0.0
medoid,0,6772,11,18,0,18,0,0,0.0,0.0,nan,0.0
medoid,0,6785,30,243,0,243,0,0,0.0,0.0,nan,0.0
medoid,0,6792,19,34,0,34,12,0,0.35294117647058826,0.35294117647058826,1.0,0.35294117647058826
medoid,0,6802,31,271,0,271,0,0,0.0,0.0,nan,0.0
medoid,0,6852,13,22,0,22,2,0,0.09090909090909091,0.09090909090909091,1.0,0.09090909090909091
medoid,0,6854,66,1810,0,1810,0,0,0.0,0.0,nan,0.0
medoid,0,6857,4,4,0,4,0,0,0.0,0.0,nan,0.0
medoid,0,6874,13,30,0,30,0,0,0.0,0.0,nan,0.0
medoid,0,6923,8,15,0,15,0,0,0.0,0.0,nan,0.0
medoid,0,6929,12,36,0,36,0,0,0.0,0.0,nan,0.0
medoid,0,6930,28,253,0,253,0,0,0.0,0.0,nan,0.0
medoid,0,6938,23,102,0,102,0,0,0.0,0.0,nan,0.0
medoid,0,6956,82,2636,0,2636,0,0,0.0,0.0,nan,0.0
medoid,0,6994,84,3239,0,3239,17,0,0.005248533497993208,0.005248533497993208,1.0,0.005248533497993208
medoid,0,7000,24,119,0,119,0,0,0.0,0.0,nan,0.0
medoid,0,7064,117,5882,0,5882,0,0,0.0,0.0,nan,0.0
medoid,0,7069,13,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,0,7088,38,598,0,598,17,0,0.028428093645484948,0.028428093645484948,1.0,0.028428093645484948
medoid,0,7106,25,46,0,46,0,0,0.0,0.0,nan,0.0
medoid,0,7107,7,6,0,6,0,0,0.0,0.0,nan,0.0
medoid,0,7121,82,2931,0,2931,0,0,0.0,0.0,nan,0.0
medoid,0,7132,97,4047,0,4047,561,0,0.13862120088954782,0.13862120088954782,1.0,0.13862120088954782
medoid,0,7142,9,18,0,18,0,0,0.0,0.0,nan,0.0
medoid,0,7166,20,64,0,64,0,0,0.0,0.0,nan,0.0
medoid,0,7250,8,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,0,7269,41,620,0,620,0,0,0.0,0.0,nan,0.0
medoid,0,7308,4,4,0,4,0,0,0.0,0.0,nan,0.0
medoid,0,7309,14,33,0,33,0,0,0.0,0.0,nan,0.0
medoid,0,7320,19,100,0,100,22,0,0.22,0.22,1.0,0.22
medoid,0,7327,30,233,0,233,17,0,0.07296137339055794,0.07296137339055794,1.0,0.07296137339055794
medoid,0,7383,5,4,0,4,0,0,0.0,0.0,nan,0.0
medoid,0,7387,19,35,0,35,0,0,0.0,0.0,nan,0.0
medoid,0,7456,7,6,0,6,0,0,0.0,0.0,nan,0.0
medoid,0,7479,25,142,0,142,0,0,0.0,0.0,nan,0.0
medoid,0,7507,20,19,0,19,0,0,0.0,0.0,nan,0.0
medoid,0,7509,39,605,0,605,0,0,0.0,0.0,nan,0.0
medoid,0,7592,10,9,0,9,9,0,1.0,1.0,1.0,1.0
medoid,0,7613,13,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,0,7666,29,160,0,160,0,0,0.0,0.0,nan,0.0
medoid,0,7677,12,20,0,20,0,0,0.0,0.0,nan,0.0
medoid,0,7698,18,17,0,17,0,0,0.0,0.0,nan,0.0
medoid,0,7705,7,10,0,10,0,0,0.0,0.0,nan,0.0
medoid,0,7771,28,273,0,273,7,0,0.02564102564102564,0.02564102564102564,1.0,0.02564102564102564
medoid,0,7791,8,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,0,7849,11,10,0,10,0,0,0.0,0.0,nan,0.0
medoid,0,7865,15,48,0,48,0,0,0.0,0.0,nan,0.0
medoid,0,7937,13,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,0,7942,7,6,0,6,0,0,0.0,0.0,nan,0.0
medoid,0,7952,45,663,0,663,289,0,0.4358974358974359,0.4358974358974359,1.0,0.4358974358974359
medoid,0,7968,69,2083,0,2083,0,0,0.0,0.0,nan,0.0
medoid,0,8086,4,4,0,4,0,0,0.0,0.0,nan,0.0
medoid,0,8087,19,34,0,34,0,0,0.0,0.0,nan,0.0
medoid,0,8097,13,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,0,8111,11,30,0,30,0,0,0.0,0.0,nan,0.0
medoid,0,8119,23,189,0,189,9,0,0.047619047619047616,0.047619047619047616,1.0,0.047619047619047616
medoid,0,8139,8,13,0,13,0,0,0.0,0.0,nan,0.0
medoid,0,8151,17,66,0,66,0,0,0.0,0.0,nan,0.0
medoid,0,8168,255,30984,0,30984,0,0,0.0,0.0,nan,0.0
medoid,0,8184,21,110,0,110,0,0,0.0,0.0,nan,0.0
medoid,0,8203,9,14,0,14,2,0,0.14285714285714285,0.14285714285714285,1.0,0.14285714285714285
medoid,0,8276,8,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,0,8282,46,529,0,529,0,0,0.0,0.0,nan,0.0
medoid,0,8287,13,54,0,54,0,0,0.0,0.0,nan,0.0
medoid,0,8297,21,68,0,68,0,0,0.0,0.0,nan,0.0
medoid,0,8318,7,6,0,6,3,0,0.5,0.5,1.0,0.5
medoid,0,8336,13,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,0,8340,8,23,0,23,0,0,0.0,0.0,nan,0.0
medoid,0,8351,17,84,0,84,0,0,0.0,0.0,nan,0.0
medoid,0,8386,20,141,0,141,0,0,0.0,0.0,nan,0.0
medoid,0,8388,8,16,0,16,0,0,0.0,0.0,nan,0.0
medoid,0,8423,11,18,0,18,0,0,0.0,0.0,nan,0.0
medoid,0,8425,20,51,0,51,0,0,0.0,0.0,nan,0.0
medoid,0,8430,66,1605,0,1605,0,0,0.0,0.0,nan,0.0
medoid,0,8437,24,23,0,23,0,0,0.0,0.0,nan,0.0
medoid,0,8438,25,198,0,198,0,0,0.0,0.0,nan,0.0
medoid,0,8439,3,2,0,2,2,0,1.0,1.0,1.0,1.0
medoid,0,8441,48,826,0,826,0,0,0.0,0.0,nan,0.0
medoid,0,8497,12,36,0,36,0,0,0.0,0.0,nan,0.0
